Site Name ,MARIAHO
Site Number ,4
Logger ,Integrating Light Sensor
Logger Serial Number ,10958


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

633,11/12/2017 , 04:15:00,0,0
634,11/12/2017 , 04:30:00,0,0
635,11/12/2017 , 04:45:00,0,0
636,11/12/2017 , 05:00:00,0,0
637,11/12/2017 , 05:15:00,0,0
638,11/12/2017 , 05:30:00,0,0
639,11/12/2017 , 05:45:00,0,0
640,11/12/2017 , 06:00:00,0,0
641,11/12/2017 , 06:15:00,0,0
642,11/12/2017 , 06:30:00,0,0
643,11/12/2017 , 06:45:00,0,0
644,11/12/2017 , 07:00:00,0,0
645,11/12/2017 , 07:15:00,0,0
646,11/12/2017 , 07:30:00,0,0
647,11/12/2017 , 07:45:00,0,0
648,11/12/2017 , 08:00:00,0,0
649,11/12/2017 , 08:15:00,0,0
650,11/12/2017 , 08:30:00,0,0
651,11/12/2017 , 08:45:00,0,0
652,11/12/2017 , 09:00:00,0,0
653,11/12/2017 , 09:15:00,0,0
654,11/12/2017 , 09:30:00,0,0
655,11/12/2017 , 09:45:00,0,0
656,11/12/2017 , 10:00:00,0,0
657,11/12/2017 , 10:15:00,0,0
658,11/12/2017 , 10:30:00,0,0
659,11/12/2017 , 10:45:00,0,0
660,11/12/2017 , 11:00:00,0,0
661,11/12/2017 , 11:15:00,0,0
662,11/12/2017 , 11:30:00,0,0
663,11/12/2017 , 11:45:00,0,0
664,11/12/2017 , 12:00:00,0,0
665,11/12/2017 , 12:15:00,0,0
666,11/12/2017 , 12:30:00,0,0
667,11/12/2017 , 12:45:00,0,0
668,11/12/2017 , 13:00:00,0,0
669,11/12/2017 , 13:15:00,0,0
670,11/12/2017 , 13:30:00,0,0
671,11/12/2017 , 13:45:00,0,0
672,11/12/2017 , 14:00:00,0,0
673,11/12/2017 , 14:15:00,0,0
674,11/12/2017 , 14:30:00,0,0
675,11/12/2017 , 14:45:00,0,0
676,11/12/2017 , 15:00:00,0,0
677,11/12/2017 , 15:15:00,0,0
678,11/12/2017 , 15:30:00,0,0
679,11/12/2017 , 15:45:00,0,0
680,11/12/2017 , 16:00:00,0,0
681,11/12/2017 , 16:15:00,0,0
682,11/12/2017 , 16:30:00,0,0
683,11/12/2017 , 16:45:00,0,0
684,11/12/2017 , 17:00:00,0,0
685,11/12/2017 , 17:15:00,0,0
686,11/12/2017 , 17:30:00,0,0
687,11/12/2017 , 17:45:00,0,0
688,11/12/2017 , 18:00:00,0,0
689,11/12/2017 , 18:15:00,0,0
690,11/12/2017 , 18:30:00,0,0
691,11/12/2017 , 18:45:00,0,0
692,11/12/2017 , 19:00:00,0,0
693,11/12/2017 , 19:15:00,0,0
694,11/12/2017 , 19:30:00,0,0
695,11/12/2017 , 19:45:00,0,0
696,11/12/2017 , 20:00:00,0,0
697,11/12/2017 , 20:15:00,0,0
698,11/12/2017 , 20:30:00,0,0
699,11/12/2017 , 20:45:00,0,0
700,11/12/2017 , 21:00:00,0,0
701,11/12/2017 , 21:15:00,0,0
702,11/12/2017 , 21:30:00,0,0
703,11/12/2017 , 21:45:00,0,0
704,11/12/2017 , 22:00:00,0,0
705,11/12/2017 , 22:15:00,0,0
706,11/12/2017 , 22:30:00,0,0
707,11/12/2017 , 22:45:00,0,0
708,11/12/2017 , 23:00:00,0,0
709,11/12/2017 , 23:15:00,0,0
710,11/12/2017 , 23:30:00,0,0
711,11/12/2017 , 23:45:00,0,0
712,11/12/2017 , 24:00:00,0,0
713,12/12/2017 , 00:15:00,0,0
714,12/12/2017 , 00:30:00,0,0
715,12/12/2017 , 00:45:00,0,0
716,12/12/2017 , 01:00:00,0,0
717,12/12/2017 , 01:15:00,0,0
718,12/12/2017 , 01:30:00,0,0
719,12/12/2017 , 01:45:00,0,0
720,12/12/2017 , 02:00:00,0,0
721,12/12/2017 , 02:15:00,0,0
722,12/12/2017 , 02:30:00,0,0
723,12/12/2017 , 02:45:00,0,0
724,12/12/2017 , 03:00:00,0,0
725,12/12/2017 , 03:15:00,0,0
726,12/12/2017 , 03:30:00,0,0
727,12/12/2017 , 03:45:00,0,0
728,12/12/2017 , 04:00:00,0,0
729,12/12/2017 , 04:15:00,0,0
730,12/12/2017 , 04:30:00,0,0
731,12/12/2017 , 04:45:00,0,0
732,12/12/2017 , 05:00:00,0,0
733,12/12/2017 , 05:15:00,0,0
734,12/12/2017 , 05:30:00,0,0
735,12/12/2017 , 05:45:00,0,0
736,12/12/2017 , 06:00:00,0,0
737,12/12/2017 , 06:15:00,0,0
738,12/12/2017 , 06:30:00,0,0
739,12/12/2017 , 06:45:00,0,0
740,12/12/2017 , 07:00:00,0,0
741,12/12/2017 , 07:15:00,0,0
742,12/12/2017 , 07:30:00,0,0
743,12/12/2017 , 07:45:00,0,0
744,12/12/2017 , 08:00:00,0,0
745,12/12/2017 , 08:15:00,0,0
746,12/12/2017 , 08:30:00,0,0
747,12/12/2017 , 08:45:00,0,0
748,12/12/2017 , 09:00:00,0,0
749,12/12/2017 , 09:15:00,0,0
750,12/12/2017 , 09:30:00,0,0
751,12/12/2017 , 09:45:00,0,0
752,12/12/2017 , 10:00:00,0,0
753,12/12/2017 , 10:15:00,0,0
754,12/12/2017 , 10:30:00,0,0
755,12/12/2017 , 10:45:00,0,0
756,12/12/2017 , 11:00:00,0,0
757,12/12/2017 , 11:15:00,0,0
758,12/12/2017 , 11:30:00,0,0
759,12/12/2017 , 11:45:00,0,0
760,12/12/2017 , 12:00:00,0,0
761,12/12/2017 , 12:15:00,0,0
762,12/12/2017 , 12:30:00,0,0
763,12/12/2017 , 12:45:00,0,0
764,12/12/2017 , 13:00:00,0,0
765,12/12/2017 , 13:15:00,0,0
766,12/12/2017 , 13:30:00,0,0
767,12/12/2017 , 13:45:00,0,0
768,12/12/2017 , 14:00:00,0,0
769,12/12/2017 , 14:15:00,0,0
770,12/12/2017 , 14:30:00,0,0
771,12/12/2017 , 14:45:00,0,0
772,12/12/2017 , 15:00:00,0,0
773,12/12/2017 , 15:15:00,0,0
774,12/12/2017 , 15:30:00,0,0
775,12/12/2017 , 15:45:00,0,0
776,12/12/2017 , 16:00:00,0,0
777,12/12/2017 , 16:15:00,0,0
778,12/12/2017 , 16:30:00,0,0
779,12/12/2017 , 16:45:00,0,0
780,12/12/2017 , 17:00:00,0,0
781,12/12/2017 , 17:15:00,0,0
782,12/12/2017 , 17:30:00,0,0
783,12/12/2017 , 17:45:00,0,0
784,12/12/2017 , 18:00:00,0,0
785,12/12/2017 , 18:15:00,0,0
786,12/12/2017 , 18:30:00,0,0
787,12/12/2017 , 18:45:00,0,0
788,12/12/2017 , 19:00:00,0,0
789,12/12/2017 , 19:15:00,0,0
790,12/12/2017 , 19:30:00,0,0
791,12/12/2017 , 19:45:00,0,0
792,12/12/2017 , 20:00:00,0,0
793,12/12/2017 , 20:15:00,0,0
794,12/12/2017 , 20:30:00,0,0
795,12/12/2017 , 20:45:00,0,0
796,12/12/2017 , 21:00:00,0,0
797,12/12/2017 , 21:15:00,0,0
798,12/12/2017 , 21:30:00,0,0
799,12/12/2017 , 21:45:00,0,0
800,12/12/2017 , 22:00:00,0,0
801,12/12/2017 , 22:15:00,0,0
802,12/12/2017 , 22:30:00,0,0
803,12/12/2017 , 22:45:00,0,0
804,12/12/2017 , 23:00:00,0,0
805,12/12/2017 , 23:15:00,0,0
806,12/12/2017 , 23:30:00,0,0
807,12/12/2017 , 23:45:00,0,0
808,12/12/2017 , 24:00:00,0,0
809,13/12/2017 , 00:15:00,0,0
810,13/12/2017 , 00:30:00,0,0
811,13/12/2017 , 00:45:00,0,0
812,13/12/2017 , 01:00:00,0,0
813,13/12/2017 , 01:15:00,0,0
814,13/12/2017 , 01:30:00,0,0
815,13/12/2017 , 01:45:00,0,0
816,13/12/2017 , 02:00:00,0,0
817,13/12/2017 , 02:15:00,0,0
818,13/12/2017 , 02:30:00,0,0
819,13/12/2017 , 02:45:00,0,0
820,13/12/2017 , 03:00:00,0,0
821,13/12/2017 , 03:15:00,0,0
822,13/12/2017 , 03:30:00,0,0
823,13/12/2017 , 03:45:00,0,0
824,13/12/2017 , 04:00:00,0,0
825,13/12/2017 , 04:15:00,0,0
826,13/12/2017 , 04:30:00,0,0
827,13/12/2017 , 04:45:00,0,0
828,13/12/2017 , 05:00:00,0,0
829,13/12/2017 , 05:15:00,0,0
830,13/12/2017 , 05:30:00,0,0
831,13/12/2017 , 05:45:00,0,0
832,13/12/2017 , 06:00:00,0,0
833,13/12/2017 , 06:15:00,0,0
834,13/12/2017 , 06:30:00,0,0
835,13/12/2017 , 06:45:00,0,0
836,13/12/2017 , 07:00:00,0,0
837,13/12/2017 , 07:15:00,0,0
838,13/12/2017 , 07:30:00,0,0
839,13/12/2017 , 07:45:00,0,0
840,13/12/2017 , 08:00:00,0,0
841,13/12/2017 , 08:15:00,0,0
842,13/12/2017 , 08:30:00,0,0
843,13/12/2017 , 08:45:00,0,0
844,13/12/2017 , 09:00:00,0,0
845,13/12/2017 , 09:15:00,0,0
846,13/12/2017 , 09:30:00,0,0
847,13/12/2017 , 09:45:00,0,0
848,13/12/2017 , 10:00:00,0,0
849,13/12/2017 , 10:15:00,0,0
850,13/12/2017 , 10:30:00,0,0
851,13/12/2017 , 10:45:00,0,0
852,13/12/2017 , 11:00:00,0,0
853,13/12/2017 , 11:15:00,0,0
854,13/12/2017 , 11:30:00,0,0
855,13/12/2017 , 11:45:00,0,0
856,13/12/2017 , 12:00:00,0,0
857,13/12/2017 , 12:15:00,0,0
858,13/12/2017 , 12:30:00,0,0
859,13/12/2017 , 12:45:00,0,0
860,13/12/2017 , 13:00:00,0,0
861,13/12/2017 , 13:15:00,0,0
862,13/12/2017 , 13:30:00,0,0
863,13/12/2017 , 13:45:00,0,0
864,13/12/2017 , 14:00:00,0,0
865,13/12/2017 , 14:15:00,0,0
866,13/12/2017 , 14:30:00,0,0
867,13/12/2017 , 14:45:00,0,0
868,13/12/2017 , 15:00:00,0,0
869,13/12/2017 , 15:15:00,0,0
870,13/12/2017 , 15:30:00,0,0
871,13/12/2017 , 15:45:00,0,0
872,13/12/2017 , 16:00:00,0,0
873,13/12/2017 , 16:15:00,0,0
874,13/12/2017 , 16:30:00,0,0
875,13/12/2017 , 16:45:00,0,0
876,13/12/2017 , 17:00:00,0,0
877,13/12/2017 , 17:15:00,0,0
878,13/12/2017 , 17:30:00,0,0
879,13/12/2017 , 17:45:00,0,0
880,13/12/2017 , 18:00:00,0,0
881,13/12/2017 , 18:15:00,0,0
882,13/12/2017 , 18:30:00,0,0
883,13/12/2017 , 18:45:00,0,0
884,13/12/2017 , 19:00:00,0,0
885,13/12/2017 , 19:15:00,0,0
886,13/12/2017 , 19:30:00,0,0
887,13/12/2017 , 19:45:00,0,0
888,13/12/2017 , 20:00:00,0,0
889,13/12/2017 , 20:15:00,0,0
890,13/12/2017 , 20:30:00,0,0
891,13/12/2017 , 20:45:00,0,0
892,13/12/2017 , 21:00:00,0,0
893,13/12/2017 , 21:15:00,0,0
894,13/12/2017 , 21:30:00,0,0
895,13/12/2017 , 21:45:00,0,0
896,13/12/2017 , 22:00:00,0,0
897,13/12/2017 , 22:15:00,0,0
898,13/12/2017 , 22:30:00,0,0
899,13/12/2017 , 22:45:00,0,0
900,13/12/2017 , 23:00:00,0,0
901,13/12/2017 , 23:15:00,0,0
902,13/12/2017 , 23:30:00,0,0
903,13/12/2017 , 23:45:00,0,0
904,13/12/2017 , 24:00:00,0,0
905,14/12/2017 , 00:15:00,0,0
906,14/12/2017 , 00:30:00,0,0
907,14/12/2017 , 00:45:00,0,0
908,14/12/2017 , 01:00:00,0,0
909,14/12/2017 , 01:15:00,0,0
910,14/12/2017 , 01:30:00,0,0
911,14/12/2017 , 01:45:00,0,0
912,14/12/2017 , 02:00:00,0,0
913,14/12/2017 , 02:15:00,0,0
914,14/12/2017 , 02:30:00,0,0
915,14/12/2017 , 02:45:00,0,0
916,14/12/2017 , 03:00:00,0,0
917,14/12/2017 , 03:15:00,0,0
918,14/12/2017 , 03:30:00,0,0
919,14/12/2017 , 03:45:00,0,0
920,14/12/2017 , 04:00:00,0,0
921,14/12/2017 , 04:15:00,0,0
922,14/12/2017 , 04:30:00,0,0
923,14/12/2017 , 04:45:00,0,0
924,14/12/2017 , 05:00:00,0,0
925,14/12/2017 , 05:15:00,0,0
926,14/12/2017 , 05:30:00,0,0
927,14/12/2017 , 05:45:00,0,0
928,14/12/2017 , 06:00:00,0,0
929,14/12/2017 , 06:15:00,0,0
930,14/12/2017 , 06:30:00,0,0
931,14/12/2017 , 06:45:00,0,0
932,14/12/2017 , 07:00:00,0,0
933,14/12/2017 , 07:15:00,0,0
934,14/12/2017 , 07:30:00,0,0
935,14/12/2017 , 07:45:00,0,0
936,14/12/2017 , 08:00:00,0,0
937,14/12/2017 , 08:15:00,0,0
938,14/12/2017 , 08:30:00,0,0
939,14/12/2017 , 08:45:00,0,0
940,14/12/2017 , 09:00:00,0,0
941,14/12/2017 , 09:15:00,0,0
942,14/12/2017 , 09:30:00,0,0
943,14/12/2017 , 09:45:00,0,0
944,14/12/2017 , 10:00:00,0,0
945,14/12/2017 , 10:15:00,0,0
946,14/12/2017 , 10:30:00,0,0
947,14/12/2017 , 10:45:00,0,0
948,14/12/2017 , 11:00:00,0,0
949,14/12/2017 , 11:15:00,0,0
950,14/12/2017 , 11:30:00,0,0
951,14/12/2017 , 11:45:00,0,0
952,14/12/2017 , 12:00:00,0,0
953,14/12/2017 , 12:15:00,0,0
954,14/12/2017 , 12:30:00,0,0
955,14/12/2017 , 12:45:00,0,0
956,14/12/2017 , 13:00:00,0,0
957,14/12/2017 , 13:15:00,0,0
958,14/12/2017 , 13:30:00,0,0
959,14/12/2017 , 13:45:00,0,0
960,14/12/2017 , 14:00:00,0,0
961,14/12/2017 , 14:15:00,0,0
962,14/12/2017 , 14:30:00,0,0
963,14/12/2017 , 14:45:00,0,0
964,14/12/2017 , 15:00:00,0,0
965,14/12/2017 , 15:15:00,0,0
966,14/12/2017 , 15:30:00,0,0
967,14/12/2017 , 15:45:00,0,0
968,14/12/2017 , 16:00:00,0,0
969,14/12/2017 , 16:15:00,0,0
970,14/12/2017 , 16:30:00,0,0
971,14/12/2017 , 16:45:00,0,0
972,14/12/2017 , 17:00:00,0,0
973,14/12/2017 , 17:15:00,0,0
974,14/12/2017 , 17:30:00,0,0
975,14/12/2017 , 17:45:00,0,0
976,14/12/2017 , 18:00:00,0,0
977,14/12/2017 , 18:15:00,0,0
978,14/12/2017 , 18:30:00,0,0
979,14/12/2017 , 18:45:00,0,0
980,14/12/2017 , 19:00:00,0,0
981,14/12/2017 , 19:15:00,0,0
982,14/12/2017 , 19:30:00,0,0
983,14/12/2017 , 19:45:00,0,0
984,14/12/2017 , 20:00:00,0,0
985,14/12/2017 , 20:15:00,0,0
986,14/12/2017 , 20:30:00,0,0
987,14/12/2017 , 20:45:00,0,0
988,14/12/2017 , 21:00:00,0,0
989,14/12/2017 , 21:15:00,0,0
990,14/12/2017 , 21:30:00,0,0
991,14/12/2017 , 21:45:00,0,0
992,14/12/2017 , 22:00:00,0,0
993,14/12/2017 , 22:15:00,0,0
994,14/12/2017 , 22:30:00,0,0
995,14/12/2017 , 22:45:00,0,0
996,14/12/2017 , 23:00:00,0,0
997,14/12/2017 , 23:15:00,0,0
998,14/12/2017 , 23:30:00,0,0
999,14/12/2017 , 23:45:00,0,0
1000,14/12/2017 , 24:00:00,0,0
1001,15/12/2017 , 00:15:00,0,0
1002,15/12/2017 , 00:30:00,0,0
1003,15/12/2017 , 00:45:00,0,0
1004,15/12/2017 , 01:00:00,0,0
1005,15/12/2017 , 01:15:00,0,0
1006,15/12/2017 , 01:30:00,0,0
1007,15/12/2017 , 01:45:00,0,0
1008,15/12/2017 , 02:00:00,0,0
1009,15/12/2017 , 02:15:00,0,0
1010,15/12/2017 , 02:30:00,0,0
1011,15/12/2017 , 02:45:00,0,0
1012,15/12/2017 , 03:00:00,0,0
1013,15/12/2017 , 03:15:00,0,0
1014,15/12/2017 , 03:30:00,0,0
1015,15/12/2017 , 03:45:00,0,0
1016,15/12/2017 , 04:00:00,0,0
1017,15/12/2017 , 04:15:00,0,0
1018,15/12/2017 , 04:30:00,0,0
1019,15/12/2017 , 04:45:00,0,0
1020,15/12/2017 , 05:00:00,0,0
1021,15/12/2017 , 05:15:00,0,0
1022,15/12/2017 , 05:30:00,0,0
1023,15/12/2017 , 05:45:00,0,0
1024,15/12/2017 , 06:00:00,0,0
1025,15/12/2017 , 06:15:00,0,0
1026,15/12/2017 , 06:30:00,0,0
1027,15/12/2017 , 06:45:00,0,0
1028,15/12/2017 , 07:00:00,0,0
1029,15/12/2017 , 07:15:00,0,0
1030,15/12/2017 , 07:30:00,0,0
1031,15/12/2017 , 07:45:00,0,0
1032,15/12/2017 , 08:00:00,0,0
1033,15/12/2017 , 08:15:00,0,0
1034,15/12/2017 , 08:30:00,0,0
1035,15/12/2017 , 08:45:00,0,0
1036,15/12/2017 , 09:00:00,0,0
1037,15/12/2017 , 09:15:00,0,0
1038,15/12/2017 , 09:30:00,0,0
1039,15/12/2017 , 09:45:00,0,0
1040,15/12/2017 , 10:00:00,0,0
1041,15/12/2017 , 10:15:00,0,0
1042,15/12/2017 , 10:30:00,0,0
1043,15/12/2017 , 10:45:00,0,0
1044,15/12/2017 , 11:00:00,0,0
1045,15/12/2017 , 11:15:00,0,0
1046,15/12/2017 , 11:30:00,0,0
1047,15/12/2017 , 11:45:00,0,0
1048,15/12/2017 , 12:00:00,0,0
1049,15/12/2017 , 12:15:00,0,0
1050,15/12/2017 , 12:30:00,0,0
1051,15/12/2017 , 12:45:00,0,0
1052,15/12/2017 , 13:00:00,0,0
1053,15/12/2017 , 13:15:00,0,0
1054,15/12/2017 , 13:30:00,0,0
1055,15/12/2017 , 13:45:00,0,0
1056,15/12/2017 , 14:00:00,0,0
1057,15/12/2017 , 14:15:00,0,0
1058,15/12/2017 , 14:30:00,0,0
1059,15/12/2017 , 14:45:00,0,0
1060,15/12/2017 , 15:00:00,0,0
1061,15/12/2017 , 15:15:00,0,0
1062,15/12/2017 , 15:30:00,0,0
1063,15/12/2017 , 15:45:00,0,0
1064,15/12/2017 , 16:00:00,0,0
1065,15/12/2017 , 16:15:00,0,0
1066,15/12/2017 , 16:30:00,0,0
1067,15/12/2017 , 16:45:00,0,0
1068,15/12/2017 , 17:00:00,0,0
1069,15/12/2017 , 17:15:00,0,0
1070,15/12/2017 , 17:30:00,0,0
1071,15/12/2017 , 17:45:00,0,0
1072,15/12/2017 , 18:00:00,0,0
1073,15/12/2017 , 18:15:00,0,0
1074,15/12/2017 , 18:30:00,0,0
1075,15/12/2017 , 18:45:00,0,0
1076,15/12/2017 , 19:00:00,0,0
1077,15/12/2017 , 19:15:00,0,0
1078,15/12/2017 , 19:30:00,0,0
1079,15/12/2017 , 19:45:00,0,0
1080,15/12/2017 , 20:00:00,0,0
1081,15/12/2017 , 20:15:00,0,0
1082,15/12/2017 , 20:30:00,0,0
1083,15/12/2017 , 20:45:00,0,0
1084,15/12/2017 , 21:00:00,0,0
1085,15/12/2017 , 21:15:00,0,0
1086,15/12/2017 , 21:30:00,0,0
1087,15/12/2017 , 21:45:00,0,0
1088,15/12/2017 , 22:00:00,0,0
1089,15/12/2017 , 22:15:00,0,0
1090,15/12/2017 , 22:30:00,0,0
1091,15/12/2017 , 22:45:00,0,0
1092,15/12/2017 , 23:00:00,0,0
1093,15/12/2017 , 23:15:00,0,0
1094,15/12/2017 , 23:30:00,0,0
1095,15/12/2017 , 23:45:00,0,0
1096,15/12/2017 , 24:00:00,0,0
1097,16/12/2017 , 00:15:00,0,0
1098,16/12/2017 , 00:30:00,0,0
1099,16/12/2017 , 00:45:00,0,0
1100,16/12/2017 , 01:00:00,0,0
1101,16/12/2017 , 01:15:00,0,0
1102,16/12/2017 , 01:30:00,0,0
1103,16/12/2017 , 01:45:00,0,0
1104,16/12/2017 , 02:00:00,0,0
1105,16/12/2017 , 02:15:00,0,0
1106,16/12/2017 , 02:30:00,0,0
1107,16/12/2017 , 02:45:00,0,0
1108,16/12/2017 , 03:00:00,0,0
1109,16/12/2017 , 03:15:00,0,0
1110,16/12/2017 , 03:30:00,0,0
1111,16/12/2017 , 03:45:00,0,0
1112,16/12/2017 , 04:00:00,0,0
1113,16/12/2017 , 04:15:00,0,0
1114,16/12/2017 , 04:30:00,0,0
1115,16/12/2017 , 04:45:00,0,0
1116,16/12/2017 , 05:00:00,0,0
1117,16/12/2017 , 05:15:00,0,0
1118,16/12/2017 , 05:30:00,0,0
1119,16/12/2017 , 05:45:00,0,0
1120,16/12/2017 , 06:00:00,0,0
1121,16/12/2017 , 06:15:00,0,0
1122,16/12/2017 , 06:30:00,0,0
1123,16/12/2017 , 06:45:00,0,0
1124,16/12/2017 , 07:00:00,0,0
1125,16/12/2017 , 07:15:00,0,0
1126,16/12/2017 , 07:30:00,0,0
1127,16/12/2017 , 07:45:00,0,0
1128,16/12/2017 , 08:00:00,0,0
1129,16/12/2017 , 08:15:00,0,0
1130,16/12/2017 , 08:30:00,0,0
1131,16/12/2017 , 08:45:00,0,0
1132,16/12/2017 , 09:00:00,0,0
1133,16/12/2017 , 09:15:00,0,0
1134,16/12/2017 , 09:30:00,0,0
1135,16/12/2017 , 09:45:00,0,0
1136,16/12/2017 , 10:00:00,0,0
1137,16/12/2017 , 10:15:00,0,0
1138,16/12/2017 , 10:30:00,0,0
1139,16/12/2017 , 10:45:00,0,0
1140,16/12/2017 , 11:00:00,0,0
1141,16/12/2017 , 11:15:00,0,0
1142,16/12/2017 , 11:30:00,0,0
1143,16/12/2017 , 11:45:00,0,0
1144,16/12/2017 , 12:00:00,0,0
1145,16/12/2017 , 12:15:00,0,0
1146,16/12/2017 , 12:30:00,0,0
1147,16/12/2017 , 12:45:00,0,0
1148,16/12/2017 , 13:00:00,0,0
1149,16/12/2017 , 13:15:00,0,0
1150,16/12/2017 , 13:30:00,0,0
1151,16/12/2017 , 13:45:00,0,0
1152,16/12/2017 , 14:00:00,0,0
1153,16/12/2017 , 14:15:00,0,0
1154,16/12/2017 , 14:30:00,0,0
1155,16/12/2017 , 14:45:00,0,0
1156,16/12/2017 , 15:00:00,0,0
1157,16/12/2017 , 15:15:00,0,0
1158,16/12/2017 , 15:30:00,0,0
1159,16/12/2017 , 15:45:00,0,0
1160,16/12/2017 , 16:00:00,0,0
1161,16/12/2017 , 16:15:00,0,0
1162,16/12/2017 , 16:30:00,0,0
1163,16/12/2017 , 16:45:00,0,0
1164,16/12/2017 , 17:00:00,0,0
1165,16/12/2017 , 17:15:00,0,0
1166,16/12/2017 , 17:30:00,0,0
1167,16/12/2017 , 17:45:00,0,0
1168,16/12/2017 , 18:00:00,0,0
1169,16/12/2017 , 18:15:00,0,0
1170,16/12/2017 , 18:30:00,0,0
1171,16/12/2017 , 18:45:00,0,0
1172,16/12/2017 , 19:00:00,0,0
1173,16/12/2017 , 19:15:00,0,0
1174,16/12/2017 , 19:30:00,0,0
1175,16/12/2017 , 19:45:00,0,0
1176,16/12/2017 , 20:00:00,0,0
1177,16/12/2017 , 20:15:00,0,0
1178,16/12/2017 , 20:30:00,0,0
1179,16/12/2017 , 20:45:00,0,0
1180,16/12/2017 , 21:00:00,0,0
1181,16/12/2017 , 21:15:00,0,0
1182,16/12/2017 , 21:30:00,0,0
1183,16/12/2017 , 21:45:00,0,0
1184,16/12/2017 , 22:00:00,0,0
1185,16/12/2017 , 22:15:00,0,0
1186,16/12/2017 , 22:30:00,0,0
1187,16/12/2017 , 22:45:00,0,0
1188,16/12/2017 , 23:00:00,0,0
1189,16/12/2017 , 23:15:00,0,0
1190,16/12/2017 , 23:30:00,0,0
1191,16/12/2017 , 23:45:00,0,0
1192,16/12/2017 , 24:00:00,0,0
1193,17/12/2017 , 00:15:00,0,0
1194,17/12/2017 , 00:30:00,0,0
1195,17/12/2017 , 00:45:00,0,0
1196,17/12/2017 , 01:00:00,0,0
1197,17/12/2017 , 01:15:00,0,0
1198,17/12/2017 , 01:30:00,0,0
1199,17/12/2017 , 01:45:00,0,0
1200,17/12/2017 , 02:00:00,0,0
1201,17/12/2017 , 02:15:00,0,0
1202,17/12/2017 , 02:30:00,0,0
1203,17/12/2017 , 02:45:00,0,0
1204,17/12/2017 , 03:00:00,0,0
1205,17/12/2017 , 03:15:00,0,0
1206,17/12/2017 , 03:30:00,0,0
1207,17/12/2017 , 03:45:00,0,0
1208,17/12/2017 , 04:00:00,0,0
1209,17/12/2017 , 04:15:00,0,0
1210,17/12/2017 , 04:30:00,0,0
1211,17/12/2017 , 04:45:00,0,0
1212,17/12/2017 , 05:00:00,0,0
1213,17/12/2017 , 05:15:00,0,0
1214,17/12/2017 , 05:30:00,0,0
1215,17/12/2017 , 05:45:00,0,0
1216,17/12/2017 , 06:00:00,0,0
1217,17/12/2017 , 06:15:00,0,0
1218,17/12/2017 , 06:30:00,0,0
1219,17/12/2017 , 06:45:00,0,0
1220,17/12/2017 , 07:00:00,0,0
1221,17/12/2017 , 07:15:00,0,0
1222,17/12/2017 , 07:30:00,0,0
1223,17/12/2017 , 07:45:00,0,0
1224,17/12/2017 , 08:00:00,0,0
1225,17/12/2017 , 08:15:00,0,0
1226,17/12/2017 , 08:30:00,0,0
1227,17/12/2017 , 08:45:00,0,0
1228,17/12/2017 , 09:00:00,0,0
1229,17/12/2017 , 09:15:00,0,0
1230,17/12/2017 , 09:30:00,0,0
1231,17/12/2017 , 09:45:00,0,0
1232,17/12/2017 , 10:00:00,0,0
1233,17/12/2017 , 10:15:00,0,0
1234,17/12/2017 , 10:30:00,0,0
1235,17/12/2017 , 10:45:00,0,0
1236,17/12/2017 , 11:00:00,0,0
1237,17/12/2017 , 11:15:00,0,0
1238,17/12/2017 , 11:30:00,0,0
1239,17/12/2017 , 11:45:00,0,0
1240,17/12/2017 , 12:00:00,0,0
1241,17/12/2017 , 12:15:00,0,0
1242,17/12/2017 , 12:30:00,0,0
1243,17/12/2017 , 12:45:00,0,0
1244,17/12/2017 , 13:00:00,0,0
1245,17/12/2017 , 13:15:00,0,0
1246,17/12/2017 , 13:30:00,0,0
1247,17/12/2017 , 13:45:00,0,0
1248,17/12/2017 , 14:00:00,0,0
1249,17/12/2017 , 14:15:00,0,0
1250,17/12/2017 , 14:30:00,0,0
1251,17/12/2017 , 14:45:00,0,0
1252,17/12/2017 , 15:00:00,0,0
1253,17/12/2017 , 15:15:00,0,0
1254,17/12/2017 , 15:30:00,0,0
1255,17/12/2017 , 15:45:00,0,0
1256,17/12/2017 , 16:00:00,0,0
1257,17/12/2017 , 16:15:00,0,0
1258,17/12/2017 , 16:30:00,0,0
1259,17/12/2017 , 16:45:00,0,0
1260,17/12/2017 , 17:00:00,0,0
1261,17/12/2017 , 17:15:00,0,0
1262,17/12/2017 , 17:30:00,0,0
1263,17/12/2017 , 17:45:00,0,0
1264,17/12/2017 , 18:00:00,0,0
1265,17/12/2017 , 18:15:00,0,0
1266,17/12/2017 , 18:30:00,0,0
1267,17/12/2017 , 18:45:00,0,0
1268,17/12/2017 , 19:00:00,0,0
1269,17/12/2017 , 19:15:00,0,0
1270,17/12/2017 , 19:30:00,0,0
1271,17/12/2017 , 19:45:00,0,0
1272,17/12/2017 , 20:00:00,0,0
1273,17/12/2017 , 20:15:00,0,0
1274,17/12/2017 , 20:30:00,0,0
1275,17/12/2017 , 20:45:00,0,0
1276,17/12/2017 , 21:00:00,0,0
1277,17/12/2017 , 21:15:00,0,0
1278,17/12/2017 , 21:30:00,0,0
1279,17/12/2017 , 21:45:00,0,0
1280,17/12/2017 , 22:00:00,0,0
