Site Name ,MARIAHO
Site Number ,4
Logger ,Integrating Light Sensor
Logger Serial Number ,10958


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1912,24/12/2017 , 12:00:00,0,0
1913,24/12/2017 , 12:15:00,0,0
1914,24/12/2017 , 12:30:00,0,0
1915,24/12/2017 , 12:45:00,0,0
1916,24/12/2017 , 13:00:00,0,0
1917,24/12/2017 , 13:15:00,0,0
1918,24/12/2017 , 13:30:00,0,0
1919,24/12/2017 , 13:45:00,0,0
1920,24/12/2017 , 14:00:00,0,0
1921,24/12/2017 , 14:15:00,0,0
1922,24/12/2017 , 14:30:00,0,0
1923,24/12/2017 , 14:45:00,0,0
1924,24/12/2017 , 15:00:00,0,0
1925,24/12/2017 , 15:15:00,0,0
1926,24/12/2017 , 15:30:00,0,0
1927,24/12/2017 , 15:45:00,0,0
1928,24/12/2017 , 16:00:00,0,0
1929,24/12/2017 , 16:15:00,0,0
1930,24/12/2017 , 16:30:00,0,0
1931,24/12/2017 , 16:45:00,0,0
1932,24/12/2017 , 17:00:00,0,0
1933,24/12/2017 , 17:15:00,0,0
1934,24/12/2017 , 17:30:00,0,0
1935,24/12/2017 , 17:45:00,0,0
1936,24/12/2017 , 18:00:00,0,0
1937,24/12/2017 , 18:15:00,0,0
1938,24/12/2017 , 18:30:00,0,0
1939,24/12/2017 , 18:45:00,0,0
1940,24/12/2017 , 19:00:00,0,0
1941,24/12/2017 , 19:15:00,0,0
1942,24/12/2017 , 19:30:00,0,0
1943,24/12/2017 , 19:45:00,0,0
1944,24/12/2017 , 20:00:00,0,0
1945,24/12/2017 , 20:15:00,0,0
1946,24/12/2017 , 20:30:00,0,0
1947,24/12/2017 , 20:45:00,0,0
1948,24/12/2017 , 21:00:00,0,0
1949,24/12/2017 , 21:15:00,0,0
1950,24/12/2017 , 21:30:00,0,0
1951,24/12/2017 , 21:45:00,0,0
1952,24/12/2017 , 22:00:00,0,0
1953,24/12/2017 , 22:15:00,0,0
1954,24/12/2017 , 22:30:00,0,0
1955,24/12/2017 , 22:45:00,0,0
1956,24/12/2017 , 23:00:00,0,0
1957,24/12/2017 , 23:15:00,0,0
1958,24/12/2017 , 23:30:00,0,0
1959,24/12/2017 , 23:45:00,0,0
1960,24/12/2017 , 24:00:00,0,0
1961,25/12/2017 , 00:15:00,0,0
1962,25/12/2017 , 00:30:00,0,0
1963,25/12/2017 , 00:45:00,0,0
1964,25/12/2017 , 01:00:00,0,0
1965,25/12/2017 , 01:15:00,0,0
1966,25/12/2017 , 01:30:00,0,0
1967,25/12/2017 , 01:45:00,0,0
1968,25/12/2017 , 02:00:00,0,0
1969,25/12/2017 , 02:15:00,0,0
1970,25/12/2017 , 02:30:00,0,0
1971,25/12/2017 , 02:45:00,0,0
1972,25/12/2017 , 03:00:00,0,0
1973,25/12/2017 , 03:15:00,0,0
1974,25/12/2017 , 03:30:00,0,0
1975,25/12/2017 , 03:45:00,0,0
1976,25/12/2017 , 04:00:00,0,0
1977,25/12/2017 , 04:15:00,0,0
1978,25/12/2017 , 04:30:00,0,0
1979,25/12/2017 , 04:45:00,0,0
1980,25/12/2017 , 05:00:00,0,0
1981,25/12/2017 , 05:15:00,0,0
1982,25/12/2017 , 05:30:00,0,0
1983,25/12/2017 , 05:45:00,0,0
1984,25/12/2017 , 06:00:00,0,0
1985,25/12/2017 , 06:15:00,0,0
1986,25/12/2017 , 06:30:00,0,0
1987,25/12/2017 , 06:45:00,0,0
1988,25/12/2017 , 07:00:00,0,0
1989,25/12/2017 , 07:15:00,0,0
1990,25/12/2017 , 07:30:00,0,0
1991,25/12/2017 , 07:45:00,0,0
1992,25/12/2017 , 08:00:00,0,0
1993,25/12/2017 , 08:15:00,0,0
1994,25/12/2017 , 08:30:00,0,0
1995,25/12/2017 , 08:45:00,0,0
1996,25/12/2017 , 09:00:00,0,0
1997,25/12/2017 , 09:15:00,0,0
1998,25/12/2017 , 09:30:00,0,0
1999,25/12/2017 , 09:45:00,0,0
2000,25/12/2017 , 10:00:00,0,0
2001,25/12/2017 , 10:15:00,0,0
2002,25/12/2017 , 10:30:00,0,0
2003,25/12/2017 , 10:45:00,0,0
2004,25/12/2017 , 11:00:00,0,0
2005,25/12/2017 , 11:15:00,0,0
2006,25/12/2017 , 11:30:00,0,0
2007,25/12/2017 , 11:45:00,0,0
2008,25/12/2017 , 12:00:00,0,0
2009,25/12/2017 , 12:15:00,0,0
2010,25/12/2017 , 12:30:00,0,0
2011,25/12/2017 , 12:45:00,0,0
2012,25/12/2017 , 13:00:00,0,0
2013,25/12/2017 , 13:15:00,0,0
2014,25/12/2017 , 13:30:00,0,0
2015,25/12/2017 , 13:45:00,0,0
2016,25/12/2017 , 14:00:00,0,0
2017,25/12/2017 , 14:15:00,0,0
2018,25/12/2017 , 14:30:00,0,0
2019,25/12/2017 , 14:45:00,0,0
2020,25/12/2017 , 15:00:00,0,0
2021,25/12/2017 , 15:15:00,0,0
2022,25/12/2017 , 15:30:00,0,0
2023,25/12/2017 , 15:45:00,0,0
2024,25/12/2017 , 16:00:00,0,0
2025,25/12/2017 , 16:15:00,0,0
2026,25/12/2017 , 16:30:00,0,0
2027,25/12/2017 , 16:45:00,0,0
2028,25/12/2017 , 17:00:00,0,0
2029,25/12/2017 , 17:15:00,0,0
2030,25/12/2017 , 17:30:00,0,0
2031,25/12/2017 , 17:45:00,0,0
2032,25/12/2017 , 18:00:00,0,0
2033,25/12/2017 , 18:15:00,0,0
2034,25/12/2017 , 18:30:00,0,0
2035,25/12/2017 , 18:45:00,0,0
2036,25/12/2017 , 19:00:00,0,0
2037,25/12/2017 , 19:15:00,0,0
2038,25/12/2017 , 19:30:00,0,0
2039,25/12/2017 , 19:45:00,0,0
2040,25/12/2017 , 20:00:00,0,0
2041,25/12/2017 , 20:15:00,0,0
2042,25/12/2017 , 20:30:00,0,0
2043,25/12/2017 , 20:45:00,0,0
2044,25/12/2017 , 21:00:00,0,0
2045,25/12/2017 , 21:15:00,0,0
2046,25/12/2017 , 21:30:00,0,0
2047,25/12/2017 , 21:45:00,0,0
2048,25/12/2017 , 22:00:00,0,0
2049,25/12/2017 , 22:15:00,0,0
2050,25/12/2017 , 22:30:00,0,0
2051,25/12/2017 , 22:45:00,0,0
2052,25/12/2017 , 23:00:00,0,0
2053,25/12/2017 , 23:15:00,0,0
2054,25/12/2017 , 23:30:00,0,0
2055,25/12/2017 , 23:45:00,0,0
2056,25/12/2017 , 24:00:00,0,0
2057,26/12/2017 , 00:15:00,0,0
2058,26/12/2017 , 00:30:00,0,0
2059,26/12/2017 , 00:45:00,0,0
2060,26/12/2017 , 01:00:00,0,0
2061,26/12/2017 , 01:15:00,0,0
2062,26/12/2017 , 01:30:00,0,0
2063,26/12/2017 , 01:45:00,0,0
2064,26/12/2017 , 02:00:00,0,0
2065,26/12/2017 , 02:15:00,0,0
2066,26/12/2017 , 02:30:00,0,0
2067,26/12/2017 , 02:45:00,0,0
2068,26/12/2017 , 03:00:00,0,0
2069,26/12/2017 , 03:15:00,0,0
2070,26/12/2017 , 03:30:00,0,0
2071,26/12/2017 , 03:45:00,0,0
2072,26/12/2017 , 04:00:00,0,0
2073,26/12/2017 , 04:15:00,0,0
2074,26/12/2017 , 04:30:00,0,0
2075,26/12/2017 , 04:45:00,0,0
2076,26/12/2017 , 05:00:00,0,0
2077,26/12/2017 , 05:15:00,0,0
2078,26/12/2017 , 05:30:00,0,0
2079,26/12/2017 , 05:45:00,0,0
2080,26/12/2017 , 06:00:00,0,0
2081,26/12/2017 , 06:15:00,0,0
2082,26/12/2017 , 06:30:00,0,0
2083,26/12/2017 , 06:45:00,0,0
2084,26/12/2017 , 07:00:00,0,0
2085,26/12/2017 , 07:15:00,0,0
2086,26/12/2017 , 07:30:00,0,0
2087,26/12/2017 , 07:45:00,0,0
2088,26/12/2017 , 08:00:00,0,0
2089,26/12/2017 , 08:15:00,0,0
2090,26/12/2017 , 08:30:00,0,0
2091,26/12/2017 , 08:45:00,0,0
2092,26/12/2017 , 09:00:00,0,0
2093,26/12/2017 , 09:15:00,0,0
2094,26/12/2017 , 09:30:00,0,0
2095,26/12/2017 , 09:45:00,0,0
2096,26/12/2017 , 10:00:00,0,0
2097,26/12/2017 , 10:15:00,0,0
2098,26/12/2017 , 10:30:00,0,0
2099,26/12/2017 , 10:45:00,0,0
2100,26/12/2017 , 11:00:00,0,0
2101,26/12/2017 , 11:15:00,0,0
2102,26/12/2017 , 11:30:00,0,0
2103,26/12/2017 , 11:45:00,0,0
2104,26/12/2017 , 12:00:00,0,0
2105,26/12/2017 , 12:15:00,0,0
2106,26/12/2017 , 12:30:00,0,0
2107,26/12/2017 , 12:45:00,0,0
2108,26/12/2017 , 13:00:00,0,0
2109,26/12/2017 , 13:15:00,0,0
2110,26/12/2017 , 13:30:00,0,0
2111,26/12/2017 , 13:45:00,0,0
2112,26/12/2017 , 14:00:00,0,0
2113,26/12/2017 , 14:15:00,0,0
2114,26/12/2017 , 14:30:00,0,0
2115,26/12/2017 , 14:45:00,0,0
2116,26/12/2017 , 15:00:00,0,0
2117,26/12/2017 , 15:15:00,0,0
2118,26/12/2017 , 15:30:00,0,0
2119,26/12/2017 , 15:45:00,0,0
2120,26/12/2017 , 16:00:00,0,0
2121,26/12/2017 , 16:15:00,0,0
2122,26/12/2017 , 16:30:00,0,0
2123,26/12/2017 , 16:45:00,0,0
2124,26/12/2017 , 17:00:00,0,0
2125,26/12/2017 , 17:15:00,0,0
2126,26/12/2017 , 17:30:00,0,0
2127,26/12/2017 , 17:45:00,0,0
2128,26/12/2017 , 18:00:00,0,0
2129,26/12/2017 , 18:15:00,0,0
2130,26/12/2017 , 18:30:00,0,0
2131,26/12/2017 , 18:45:00,0,0
2132,26/12/2017 , 19:00:00,0,0
2133,26/12/2017 , 19:15:00,0,0
2134,26/12/2017 , 19:30:00,0,0
2135,26/12/2017 , 19:45:00,0,0
2136,26/12/2017 , 20:00:00,0,0
2137,26/12/2017 , 20:15:00,0,0
2138,26/12/2017 , 20:30:00,0,0
2139,26/12/2017 , 20:45:00,0,0
2140,26/12/2017 , 21:00:00,0,0
2141,26/12/2017 , 21:15:00,0,0
2142,26/12/2017 , 21:30:00,0,0
2143,26/12/2017 , 21:45:00,0,0
2144,26/12/2017 , 22:00:00,0,0
2145,26/12/2017 , 22:15:00,0,0
2146,26/12/2017 , 22:30:00,0,0
2147,26/12/2017 , 22:45:00,0,0
2148,26/12/2017 , 23:00:00,0,0
2149,26/12/2017 , 23:15:00,0,0
2150,26/12/2017 , 23:30:00,0,0
2151,26/12/2017 , 23:45:00,0,0
2152,26/12/2017 , 24:00:00,0,0
2153,27/12/2017 , 00:15:00,0,0
2154,27/12/2017 , 00:30:00,0,0
2155,27/12/2017 , 00:45:00,0,0
2156,27/12/2017 , 01:00:00,0,0
2157,27/12/2017 , 01:15:00,0,0
2158,27/12/2017 , 01:30:00,0,0
2159,27/12/2017 , 01:45:00,0,0
2160,27/12/2017 , 02:00:00,0,0
2161,27/12/2017 , 02:15:00,0,0
2162,27/12/2017 , 02:30:00,0,0
2163,27/12/2017 , 02:45:00,0,0
2164,27/12/2017 , 03:00:00,0,0
2165,27/12/2017 , 03:15:00,0,0
2166,27/12/2017 , 03:30:00,0,0
2167,27/12/2017 , 03:45:00,0,0
2168,27/12/2017 , 04:00:00,0,0
2169,27/12/2017 , 04:15:00,0,0
2170,27/12/2017 , 04:30:00,0,0
2171,27/12/2017 , 04:45:00,0,0
2172,27/12/2017 , 05:00:00,0,0
2173,27/12/2017 , 05:15:00,0,0
2174,27/12/2017 , 05:30:00,0,0
2175,27/12/2017 , 05:45:00,0,0
2176,27/12/2017 , 06:00:00,0,0
2177,27/12/2017 , 06:15:00,0,0
2178,27/12/2017 , 06:30:00,0,0
2179,27/12/2017 , 06:45:00,0,0
2180,27/12/2017 , 07:00:00,0,0
2181,27/12/2017 , 07:15:00,0,0
2182,27/12/2017 , 07:30:00,0,0
2183,27/12/2017 , 07:45:00,0,0
2184,27/12/2017 , 08:00:00,0,0
2185,27/12/2017 , 08:15:00,0,0
2186,27/12/2017 , 08:30:00,0,0
2187,27/12/2017 , 08:45:00,0,0
2188,27/12/2017 , 09:00:00,0,0
2189,27/12/2017 , 09:15:00,0,0
2190,27/12/2017 , 09:30:00,0,0
2191,27/12/2017 , 09:45:00,0,0
2192,27/12/2017 , 10:00:00,0,0
2193,27/12/2017 , 10:15:00,0,0
2194,27/12/2017 , 10:30:00,0,0
2195,27/12/2017 , 10:45:00,0,0
2196,27/12/2017 , 11:00:00,0,0
2197,27/12/2017 , 11:15:00,0,0
2198,27/12/2017 , 11:30:00,0,0
2199,27/12/2017 , 11:45:00,0,0
2200,27/12/2017 , 12:00:00,0,0
2201,27/12/2017 , 12:15:00,0,0
2202,27/12/2017 , 12:30:00,0,0
2203,27/12/2017 , 12:45:00,0,0
2204,27/12/2017 , 13:00:00,0,0
2205,27/12/2017 , 13:15:00,0,0
2206,27/12/2017 , 13:30:00,0,0
2207,27/12/2017 , 13:45:00,0,0
2208,27/12/2017 , 14:00:00,0,0
2209,27/12/2017 , 14:15:00,0,0
2210,27/12/2017 , 14:30:00,0,0
2211,27/12/2017 , 14:45:00,0,0
2212,27/12/2017 , 15:00:00,0,0
2213,27/12/2017 , 15:15:00,0,0
2214,27/12/2017 , 15:30:00,0,0
2215,27/12/2017 , 15:45:00,0,0
2216,27/12/2017 , 16:00:00,0,0
2217,27/12/2017 , 16:15:00,0,0
2218,27/12/2017 , 16:30:00,0,0
2219,27/12/2017 , 16:45:00,0,0
2220,27/12/2017 , 17:00:00,0,0
2221,27/12/2017 , 17:15:00,0,0
2222,27/12/2017 , 17:30:00,0,0
2223,27/12/2017 , 17:45:00,0,0
2224,27/12/2017 , 18:00:00,0,0
2225,27/12/2017 , 18:15:00,0,0
2226,27/12/2017 , 18:30:00,0,0
2227,27/12/2017 , 18:45:00,0,0
2228,27/12/2017 , 19:00:00,0,0
2229,27/12/2017 , 19:15:00,0,0
2230,27/12/2017 , 19:30:00,0,0
2231,27/12/2017 , 19:45:00,0,0
2232,27/12/2017 , 20:00:00,0,0
2233,27/12/2017 , 20:15:00,0,0
2234,27/12/2017 , 20:30:00,0,0
2235,27/12/2017 , 20:45:00,0,0
2236,27/12/2017 , 21:00:00,0,0
2237,27/12/2017 , 21:15:00,0,0
2238,27/12/2017 , 21:30:00,0,0
2239,27/12/2017 , 21:45:00,0,0
2240,27/12/2017 , 22:00:00,0,0
2241,27/12/2017 , 22:15:00,0,0
2242,27/12/2017 , 22:30:00,0,0
2243,27/12/2017 , 22:45:00,0,0
2244,27/12/2017 , 23:00:00,0,0
2245,27/12/2017 , 23:15:00,0,0
2246,27/12/2017 , 23:30:00,0,0
2247,27/12/2017 , 23:45:00,0,0
2248,27/12/2017 , 24:00:00,0,0
2249,28/12/2017 , 00:15:00,0,0
2250,28/12/2017 , 00:30:00,0,0
2251,28/12/2017 , 00:45:00,0,0
2252,28/12/2017 , 01:00:00,0,0
2253,28/12/2017 , 01:15:00,0,0
2254,28/12/2017 , 01:30:00,0,0
2255,28/12/2017 , 01:45:00,0,0
2256,28/12/2017 , 02:00:00,0,0
2257,28/12/2017 , 02:15:00,0,0
2258,28/12/2017 , 02:30:00,0,0
2259,28/12/2017 , 02:45:00,0,0
2260,28/12/2017 , 03:00:00,0,0
2261,28/12/2017 , 03:15:00,0,0
2262,28/12/2017 , 03:30:00,0,0
2263,28/12/2017 , 03:45:00,0,0
2264,28/12/2017 , 04:00:00,0,0
2265,28/12/2017 , 04:15:00,0,0
2266,28/12/2017 , 04:30:00,0,0
2267,28/12/2017 , 04:45:00,0,0
2268,28/12/2017 , 05:00:00,0,0
2269,28/12/2017 , 05:15:00,0,0
2270,28/12/2017 , 05:30:00,0,0
2271,28/12/2017 , 05:45:00,0,0
2272,28/12/2017 , 06:00:00,0,0
2273,28/12/2017 , 06:15:00,0,0
2274,28/12/2017 , 06:30:00,0,0
2275,28/12/2017 , 06:45:00,0,0
2276,28/12/2017 , 07:00:00,0,0
2277,28/12/2017 , 07:15:00,0,0
2278,28/12/2017 , 07:30:00,0,0
2279,28/12/2017 , 07:45:00,0,0
2280,28/12/2017 , 08:00:00,0,0
2281,28/12/2017 , 08:15:00,0,0
2282,28/12/2017 , 08:30:00,0,0
2283,28/12/2017 , 08:45:00,0,0
2284,28/12/2017 , 09:00:00,0,0
2285,28/12/2017 , 09:15:00,0,0
2286,28/12/2017 , 09:30:00,0,0
2287,28/12/2017 , 09:45:00,0,0
2288,28/12/2017 , 10:00:00,0,0
2289,28/12/2017 , 10:15:00,0,0
2290,28/12/2017 , 10:30:00,0,0
2291,28/12/2017 , 10:45:00,0,0
2292,28/12/2017 , 11:00:00,0,0
2293,28/12/2017 , 11:15:00,0,0
2294,28/12/2017 , 11:30:00,0,0
2295,28/12/2017 , 11:45:00,0,0
2296,28/12/2017 , 12:00:00,0,0
2297,28/12/2017 , 12:15:00,0,0
2298,28/12/2017 , 12:30:00,0,0
2299,28/12/2017 , 12:45:00,0,0
2300,28/12/2017 , 13:00:00,0,0
2301,28/12/2017 , 13:15:00,0,0
2302,28/12/2017 , 13:30:00,0,0
2303,28/12/2017 , 13:45:00,0,0
2304,28/12/2017 , 14:00:00,0,0
2305,28/12/2017 , 14:15:00,0,0
2306,28/12/2017 , 14:30:00,0,0
2307,28/12/2017 , 14:45:00,0,0
2308,28/12/2017 , 15:00:00,0,0
2309,28/12/2017 , 15:15:00,0,0
2310,28/12/2017 , 15:30:00,0,0
2311,28/12/2017 , 15:45:00,0,0
2312,28/12/2017 , 16:00:00,0,0
2313,28/12/2017 , 16:15:00,0,0
2314,28/12/2017 , 16:30:00,0,0
2315,28/12/2017 , 16:45:00,0,0
2316,28/12/2017 , 17:00:00,0,0
2317,28/12/2017 , 17:15:00,0,0
2318,28/12/2017 , 17:30:00,0,0
2319,28/12/2017 , 17:45:00,0,0
2320,28/12/2017 , 18:00:00,0,0
2321,28/12/2017 , 18:15:00,0,0
2322,28/12/2017 , 18:30:00,0,0
2323,28/12/2017 , 18:45:00,0,0
2324,28/12/2017 , 19:00:00,0,0
2325,28/12/2017 , 19:15:00,0,0
2326,28/12/2017 , 19:30:00,0,0
2327,28/12/2017 , 19:45:00,0,0
2328,28/12/2017 , 20:00:00,0,0
2329,28/12/2017 , 20:15:00,0,0
2330,28/12/2017 , 20:30:00,0,0
2331,28/12/2017 , 20:45:00,0,0
2332,28/12/2017 , 21:00:00,0,0
2333,28/12/2017 , 21:15:00,0,0
2334,28/12/2017 , 21:30:00,0,0
2335,28/12/2017 , 21:45:00,0,0
2336,28/12/2017 , 22:00:00,0,0
2337,28/12/2017 , 22:15:00,0,0
2338,28/12/2017 , 22:30:00,0,0
2339,28/12/2017 , 22:45:00,0,0
2340,28/12/2017 , 23:00:00,0,0
2341,28/12/2017 , 23:15:00,0,0
2342,28/12/2017 , 23:30:00,0,0
2343,28/12/2017 , 23:45:00,0,0
2344,28/12/2017 , 24:00:00,0,0
2345,29/12/2017 , 00:15:00,0,0
2346,29/12/2017 , 00:30:00,0,0
2347,29/12/2017 , 00:45:00,0,0
2348,29/12/2017 , 01:00:00,0,0
2349,29/12/2017 , 01:15:00,0,0
2350,29/12/2017 , 01:30:00,0,0
2351,29/12/2017 , 01:45:00,0,0
2352,29/12/2017 , 02:00:00,0,0
2353,29/12/2017 , 02:15:00,0,0
2354,29/12/2017 , 02:30:00,0,0
2355,29/12/2017 , 02:45:00,0,0
2356,29/12/2017 , 03:00:00,0,0
2357,29/12/2017 , 03:15:00,0,0
2358,29/12/2017 , 03:30:00,0,0
2359,29/12/2017 , 03:45:00,0,0
2360,29/12/2017 , 04:00:00,0,0
2361,29/12/2017 , 04:15:00,0,0
2362,29/12/2017 , 04:30:00,0,0
2363,29/12/2017 , 04:45:00,0,0
2364,29/12/2017 , 05:00:00,0,0
2365,29/12/2017 , 05:15:00,0,0
2366,29/12/2017 , 05:30:00,0,0
2367,29/12/2017 , 05:45:00,0,0
2368,29/12/2017 , 06:00:00,0,0
2369,29/12/2017 , 06:15:00,0,0
2370,29/12/2017 , 06:30:00,0,0
2371,29/12/2017 , 06:45:00,0,0
2372,29/12/2017 , 07:00:00,0,0
2373,29/12/2017 , 07:15:00,0,0
2374,29/12/2017 , 07:30:00,0,0
2375,29/12/2017 , 07:45:00,0,0
2376,29/12/2017 , 08:00:00,0,0
2377,29/12/2017 , 08:15:00,0,0
2378,29/12/2017 , 08:30:00,0,0
2379,29/12/2017 , 08:45:00,0,0
2380,29/12/2017 , 09:00:00,0,0
2381,29/12/2017 , 09:15:00,0,0
2382,29/12/2017 , 09:30:00,0,0
2383,29/12/2017 , 09:45:00,0,0
2384,29/12/2017 , 10:00:00,0,0
2385,29/12/2017 , 10:15:00,0,0
2386,29/12/2017 , 10:30:00,0,0
2387,29/12/2017 , 10:45:00,0,0
2388,29/12/2017 , 11:00:00,0,0
2389,29/12/2017 , 11:15:00,0,0
2390,29/12/2017 , 11:30:00,0,0
2391,29/12/2017 , 11:45:00,0,0
2392,29/12/2017 , 12:00:00,0,0
2393,29/12/2017 , 12:15:00,0,0
2394,29/12/2017 , 12:30:00,0,0
2395,29/12/2017 , 12:45:00,0,0
2396,29/12/2017 , 13:00:00,0,0
2397,29/12/2017 , 13:15:00,0,0
2398,29/12/2017 , 13:30:00,0,0
2399,29/12/2017 , 13:45:00,0,0
2400,29/12/2017 , 14:00:00,0,0
2401,29/12/2017 , 14:15:00,0,0
2402,29/12/2017 , 14:30:00,0,0
2403,29/12/2017 , 14:45:00,0,0
2404,29/12/2017 , 15:00:00,0,0
2405,29/12/2017 , 15:15:00,0,0
2406,29/12/2017 , 15:30:00,0,0
2407,29/12/2017 , 15:45:00,0,0
2408,29/12/2017 , 16:00:00,0,0
2409,29/12/2017 , 16:15:00,0,0
2410,29/12/2017 , 16:30:00,0,0
2411,29/12/2017 , 16:45:00,0,0
2412,29/12/2017 , 17:00:00,0,0
2413,29/12/2017 , 17:15:00,0,0
2414,29/12/2017 , 17:30:00,0,0
2415,29/12/2017 , 17:45:00,0,0
2416,29/12/2017 , 18:00:00,0,0
2417,29/12/2017 , 18:15:00,0,0
2418,29/12/2017 , 18:30:00,0,0
2419,29/12/2017 , 18:45:00,0,0
2420,29/12/2017 , 19:00:00,0,0
2421,29/12/2017 , 19:15:00,0,0
2422,29/12/2017 , 19:30:00,0,0
2423,29/12/2017 , 19:45:00,0,0
2424,29/12/2017 , 20:00:00,0,0
2425,29/12/2017 , 20:15:00,0,0
2426,29/12/2017 , 20:30:00,0,0
2427,29/12/2017 , 20:45:00,0,0
2428,29/12/2017 , 21:00:00,0,0
2429,29/12/2017 , 21:15:00,0,0
2430,29/12/2017 , 21:30:00,0,0
2431,29/12/2017 , 21:45:00,0,0
2432,29/12/2017 , 22:00:00,0,0
2433,29/12/2017 , 22:15:00,0,0
2434,29/12/2017 , 22:30:00,0,0
2435,29/12/2017 , 22:45:00,0,0
2436,29/12/2017 , 23:00:00,0,0
2437,29/12/2017 , 23:15:00,0,0
2438,29/12/2017 , 23:30:00,0,0
2439,29/12/2017 , 23:45:00,0,0
2440,29/12/2017 , 24:00:00,0,0
2441,30/12/2017 , 00:15:00,0,0
2442,30/12/2017 , 00:30:00,0,0
2443,30/12/2017 , 00:45:00,0,0
2444,30/12/2017 , 01:00:00,0,0
2445,30/12/2017 , 01:15:00,0,0
2446,30/12/2017 , 01:30:00,0,0
2447,30/12/2017 , 01:45:00,0,0
2448,30/12/2017 , 02:00:00,0,0
2449,30/12/2017 , 02:15:00,0,0
2450,30/12/2017 , 02:30:00,0,0
2451,30/12/2017 , 02:45:00,0,0
2452,30/12/2017 , 03:00:00,0,0
2453,30/12/2017 , 03:15:00,0,0
2454,30/12/2017 , 03:30:00,0,0
2455,30/12/2017 , 03:45:00,0,0
2456,30/12/2017 , 04:00:00,0,0
2457,30/12/2017 , 04:15:00,0,0
2458,30/12/2017 , 04:30:00,0,0
2459,30/12/2017 , 04:45:00,0,0
2460,30/12/2017 , 05:00:00,0,0
2461,30/12/2017 , 05:15:00,0,0
2462,30/12/2017 , 05:30:00,0,0
2463,30/12/2017 , 05:45:00,0,0
2464,30/12/2017 , 06:00:00,0,0
2465,30/12/2017 , 06:15:00,0,0
2466,30/12/2017 , 06:30:00,0,0
2467,30/12/2017 , 06:45:00,0,0
2468,30/12/2017 , 07:00:00,0,0
2469,30/12/2017 , 07:15:00,0,0
2470,30/12/2017 , 07:30:00,0,0
2471,30/12/2017 , 07:45:00,0,0
2472,30/12/2017 , 08:00:00,0,0
2473,30/12/2017 , 08:15:00,0,0
2474,30/12/2017 , 08:30:00,0,0
2475,30/12/2017 , 08:45:00,0,0
2476,30/12/2017 , 09:00:00,0,0
2477,30/12/2017 , 09:15:00,0,0
2478,30/12/2017 , 09:30:00,0,0
2479,30/12/2017 , 09:45:00,0,0
2480,30/12/2017 , 10:00:00,0,0
2481,30/12/2017 , 10:15:00,0,0
2482,30/12/2017 , 10:30:00,0,0
2483,30/12/2017 , 10:45:00,0,0
2484,30/12/2017 , 11:00:00,0,0
2485,30/12/2017 , 11:15:00,0,0
2486,30/12/2017 , 11:30:00,0,0
2487,30/12/2017 , 11:45:00,0,0
2488,30/12/2017 , 12:00:00,0,0
2489,30/12/2017 , 12:15:00,0,0
2490,30/12/2017 , 12:30:00,0,0
2491,30/12/2017 , 12:45:00,0,0
2492,30/12/2017 , 13:00:00,0,0
2493,30/12/2017 , 13:15:00,0,0
2494,30/12/2017 , 13:30:00,0,0
2495,30/12/2017 , 13:45:00,0,0
2496,30/12/2017 , 14:00:00,0,0
2497,30/12/2017 , 14:15:00,0,0
2498,30/12/2017 , 14:30:00,0,0
2499,30/12/2017 , 14:45:00,0,0
2500,30/12/2017 , 15:00:00,0,0
2501,30/12/2017 , 15:15:00,0,0
2502,30/12/2017 , 15:30:00,0,0
2503,30/12/2017 , 15:45:00,0,0
2504,30/12/2017 , 16:00:00,0,0
2505,30/12/2017 , 16:15:00,0,0
2506,30/12/2017 , 16:30:00,0,0
2507,30/12/2017 , 16:45:00,0,0
2508,30/12/2017 , 17:00:00,0,0
2509,30/12/2017 , 17:15:00,0,0
2510,30/12/2017 , 17:30:00,0,0
2511,30/12/2017 , 17:45:00,0,0
2512,30/12/2017 , 18:00:00,0,0
2513,30/12/2017 , 18:15:00,0,0
2514,30/12/2017 , 18:30:00,0,0
2515,30/12/2017 , 18:45:00,0,0
2516,30/12/2017 , 19:00:00,0,0
2517,30/12/2017 , 19:15:00,0,0
2518,30/12/2017 , 19:30:00,0,0
2519,30/12/2017 , 19:45:00,0,0
2520,30/12/2017 , 20:00:00,0,0
2521,30/12/2017 , 20:15:00,0,0
2522,30/12/2017 , 20:30:00,0,0
2523,30/12/2017 , 20:45:00,0,0
2524,30/12/2017 , 21:00:00,0,0
2525,30/12/2017 , 21:15:00,0,0
2526,30/12/2017 , 21:30:00,0,0
2527,30/12/2017 , 21:45:00,0,0
2528,30/12/2017 , 22:00:00,0,0
2529,30/12/2017 , 22:15:00,0,0
2530,30/12/2017 , 22:30:00,0,0
2531,30/12/2017 , 22:45:00,0,0
2532,30/12/2017 , 23:00:00,0,0
2533,30/12/2017 , 23:15:00,0,0
2534,30/12/2017 , 23:30:00,0,0
2535,30/12/2017 , 23:45:00,0,0
2536,30/12/2017 , 24:00:00,0,0
2537,31/12/2017 , 00:15:00,0,0
2538,31/12/2017 , 00:30:00,0,0
2539,31/12/2017 , 00:45:00,0,0
2540,31/12/2017 , 01:00:00,0,0
2541,31/12/2017 , 01:15:00,0,0
2542,31/12/2017 , 01:30:00,0,0
