Site Name ,MARIAHO
Site Number ,3
Logger ,Integrating Light Sensor
Logger Serial Number ,10957


Scan No ,Date and Time,       Integrating Light,        ,
653,29/10/2017 , 09:15:00,164,164
654,29/10/2017 , 09:30:00,185,185
655,29/10/2017 , 09:45:00,191,191
656,29/10/2017 , 10:00:00,222,222
657,29/10/2017 , 10:15:00,208,208
658,29/10/2017 , 10:30:00,325,325
659,29/10/2017 , 10:45:00,210,210
660,29/10/2017 , 11:00:00,985,985
661,29/10/2017 , 11:15:00,1305,1305
662,29/10/2017 , 11:30:00,1749,1749
663,29/10/2017 , 11:45:00,393,393
664,29/10/2017 , 12:00:00,410,410
665,29/10/2017 , 12:15:00,532,532
666,29/10/2017 , 12:30:00,929,929
667,29/10/2017 , 12:45:00,1296,1296
668,29/10/2017 , 13:00:00,1003,1003
669,29/10/2017 , 13:15:00,1159,1159
670,29/10/2017 , 13:30:00,1283,1283
671,29/10/2017 , 13:45:00,1436,1436
672,29/10/2017 , 14:00:00,1335,1335
673,29/10/2017 , 14:15:00,1665,1665
674,29/10/2017 , 14:30:00,1414,1414
675,29/10/2017 , 14:45:00,1812,1812
676,29/10/2017 , 15:00:00,1123,1123
677,29/10/2017 , 15:15:00,732,732
678,29/10/2017 , 15:30:00,828,828
679,29/10/2017 , 15:45:00,701,701
680,29/10/2017 , 16:00:00,494,494
681,29/10/2017 , 16:15:00,341,341
682,29/10/2017 , 16:30:00,97,97
683,29/10/2017 , 16:45:00,104,104
684,29/10/2017 , 17:00:00,90,90
685,29/10/2017 , 17:15:00,68,68
686,29/10/2017 , 17:30:00,55,55
687,29/10/2017 , 17:45:00,35,35
688,29/10/2017 , 18:00:00,12,12
689,29/10/2017 , 18:15:00,0,0
690,29/10/2017 , 18:30:00,0,0
691,29/10/2017 , 18:45:00,0,0
692,29/10/2017 , 19:00:00,0,0
693,29/10/2017 , 19:15:00,0,0
694,29/10/2017 , 19:30:00,0,0
695,29/10/2017 , 19:45:00,0,0
696,29/10/2017 , 20:00:00,0,0
697,29/10/2017 , 20:15:00,0,0
698,29/10/2017 , 20:30:00,0,0
699,29/10/2017 , 20:45:00,0,0
700,29/10/2017 , 21:00:00,0,0
701,29/10/2017 , 21:15:00,0,0
702,29/10/2017 , 21:30:00,0,0
703,29/10/2017 , 21:45:00,0,0
704,29/10/2017 , 22:00:00,0,0
705,29/10/2017 , 22:15:00,0,0
706,29/10/2017 , 22:30:00,0,0
707,29/10/2017 , 22:45:00,0,0
708,29/10/2017 , 23:00:00,0,0
709,29/10/2017 , 23:15:00,0,0
710,29/10/2017 , 23:30:00,0,0
711,29/10/2017 , 23:45:00,0,0
712,29/10/2017 , 24:00:00,0,0
713,30/10/2017 , 00:15:00,0,0
714,30/10/2017 , 00:30:00,0,0
715,30/10/2017 , 00:45:00,0,0
716,30/10/2017 , 01:00:00,0,0
717,30/10/2017 , 01:15:00,0,0
718,30/10/2017 , 01:30:00,0,0
719,30/10/2017 , 01:45:00,0,0
720,30/10/2017 , 02:00:00,0,0
721,30/10/2017 , 02:15:00,0,0
722,30/10/2017 , 02:30:00,0,0
723,30/10/2017 , 02:45:00,0,0
724,30/10/2017 , 03:00:00,0,0
725,30/10/2017 , 03:15:00,0,0
726,30/10/2017 , 03:30:00,0,0
727,30/10/2017 , 03:45:00,0,0
728,30/10/2017 , 04:00:00,0,0
729,30/10/2017 , 04:15:00,0,0
730,30/10/2017 , 04:30:00,0,0
731,30/10/2017 , 04:45:00,0,0
732,30/10/2017 , 05:00:00,0,0
733,30/10/2017 , 05:15:00,0,0
734,30/10/2017 , 05:30:00,0,0
735,30/10/2017 , 05:45:00,0,0
736,30/10/2017 , 06:00:00,0,0
737,30/10/2017 , 06:15:00,0,0
738,30/10/2017 , 06:30:00,0,0
739,30/10/2017 , 06:45:00,13,13
740,30/10/2017 , 07:00:00,43,43
741,30/10/2017 , 07:15:00,73,73
742,30/10/2017 , 07:30:00,113,113
743,30/10/2017 , 07:45:00,172,172
744,30/10/2017 , 08:00:00,190,190
745,30/10/2017 , 08:15:00,236,236
746,30/10/2017 , 08:30:00,434,434
747,30/10/2017 , 08:45:00,500,500
748,30/10/2017 , 09:00:00,356,356
749,30/10/2017 , 09:15:00,262,262
750,30/10/2017 , 09:30:00,478,478
751,30/10/2017 , 09:45:00,667,667
752,30/10/2017 , 10:00:00,845,845
753,30/10/2017 , 10:15:00,1374,1374
754,30/10/2017 , 10:30:00,2087,2087
755,30/10/2017 , 10:45:00,2368,2368
756,30/10/2017 , 11:00:00,2370,2370
757,30/10/2017 , 11:15:00,1924,1924
758,30/10/2017 , 11:30:00,1764,1764
759,30/10/2017 , 11:45:00,1628,1628
760,30/10/2017 , 12:00:00,1920,1920
761,30/10/2017 , 12:15:00,2010,2010
762,30/10/2017 , 12:30:00,2066,2066
763,30/10/2017 , 12:45:00,1306,1306
764,30/10/2017 , 13:00:00,1450,1450
765,30/10/2017 , 13:15:00,1104,1104
766,30/10/2017 , 13:30:00,1336,1336
767,30/10/2017 , 13:45:00,1533,1533
768,30/10/2017 , 14:00:00,1471,1471
769,30/10/2017 , 14:15:00,1376,1376
770,30/10/2017 , 14:30:00,1254,1254
771,30/10/2017 , 14:45:00,1138,1138
772,30/10/2017 , 15:00:00,1044,1044
773,30/10/2017 , 15:15:00,871,871
774,30/10/2017 , 15:30:00,713,713
775,30/10/2017 , 15:45:00,591,591
776,30/10/2017 , 16:00:00,530,530
777,30/10/2017 , 16:15:00,421,421
778,30/10/2017 , 16:30:00,537,537
779,30/10/2017 , 16:45:00,174,174
780,30/10/2017 , 17:00:00,375,375
781,30/10/2017 , 17:15:00,289,289
782,30/10/2017 , 17:30:00,111,111
783,30/10/2017 , 17:45:00,53,53
784,30/10/2017 , 18:00:00,18,18
785,30/10/2017 , 18:15:00,1,1
786,30/10/2017 , 18:30:00,0,0
787,30/10/2017 , 18:45:00,0,0
788,30/10/2017 , 19:00:00,0,0
789,30/10/2017 , 19:15:00,0,0
790,30/10/2017 , 19:30:00,0,0
791,30/10/2017 , 19:45:00,0,0
792,30/10/2017 , 20:00:00,0,0
793,30/10/2017 , 20:15:00,0,0
794,30/10/2017 , 20:30:00,0,0
795,30/10/2017 , 20:45:00,0,0
796,30/10/2017 , 21:00:00,0,0
797,30/10/2017 , 21:15:00,0,0
798,30/10/2017 , 21:30:00,0,0
799,30/10/2017 , 21:45:00,0,0
800,30/10/2017 , 22:00:00,0,0
801,30/10/2017 , 22:15:00,0,0
802,30/10/2017 , 22:30:00,0,0
803,30/10/2017 , 22:45:00,0,0
804,30/10/2017 , 23:00:00,0,0
805,30/10/2017 , 23:15:00,0,0
806,30/10/2017 , 23:30:00,0,0
807,30/10/2017 , 23:45:00,0,0
808,30/10/2017 , 24:00:00,0,0
809,31/10/2017 , 00:15:00,0,0
810,31/10/2017 , 00:30:00,0,0
811,31/10/2017 , 00:45:00,0,0
812,31/10/2017 , 01:00:00,0,0
813,31/10/2017 , 01:15:00,0,0
814,31/10/2017 , 01:30:00,0,0
815,31/10/2017 , 01:45:00,0,0
816,31/10/2017 , 02:00:00,0,0
817,31/10/2017 , 02:15:00,0,0
818,31/10/2017 , 02:30:00,0,0
819,31/10/2017 , 02:45:00,0,0
820,31/10/2017 , 03:00:00,0,0
821,31/10/2017 , 03:15:00,0,0
822,31/10/2017 , 03:30:00,0,0
823,31/10/2017 , 03:45:00,0,0
824,31/10/2017 , 04:00:00,0,0
825,31/10/2017 , 04:15:00,0,0
826,31/10/2017 , 04:30:00,0,0
827,31/10/2017 , 04:45:00,0,0
828,31/10/2017 , 05:00:00,0,0
829,31/10/2017 , 05:15:00,0,0
830,31/10/2017 , 05:30:00,0,0
831,31/10/2017 , 05:45:00,0,0
832,31/10/2017 , 06:00:00,0,0
833,31/10/2017 , 06:15:00,0,0
834,31/10/2017 , 06:30:00,0,0
835,31/10/2017 , 06:45:00,6,6
836,31/10/2017 , 07:00:00,35,35
837,31/10/2017 , 07:15:00,68,68
838,31/10/2017 , 07:30:00,80,80
839,31/10/2017 , 07:45:00,120,120
840,31/10/2017 , 08:00:00,218,218
841,31/10/2017 , 08:15:00,215,215
842,31/10/2017 , 08:30:00,378,378
843,31/10/2017 , 08:45:00,406,406
844,31/10/2017 , 09:00:00,541,541
845,31/10/2017 , 09:15:00,291,291
846,31/10/2017 , 09:30:00,485,485
847,31/10/2017 , 09:45:00,615,615
848,31/10/2017 , 10:00:00,682,682
849,31/10/2017 , 10:15:00,1222,1222
850,31/10/2017 , 10:30:00,899,899
851,31/10/2017 , 10:45:00,1076,1076
852,31/10/2017 , 11:00:00,1646,1646
853,31/10/2017 , 11:15:00,1904,1904
854,31/10/2017 , 11:30:00,1998,1998
855,31/10/2017 , 11:45:00,1616,1616
856,31/10/2017 , 12:00:00,1684,1684
857,31/10/2017 , 12:15:00,1257,1257
858,31/10/2017 , 12:30:00,1573,1573
859,31/10/2017 , 12:45:00,1625,1625
860,31/10/2017 , 13:00:00,1605,1605
861,31/10/2017 , 13:15:00,1143,1143
862,31/10/2017 , 13:30:00,1930,1930
863,31/10/2017 , 13:45:00,1672,1672
864,31/10/2017 , 14:00:00,1151,1151
865,31/10/2017 , 14:15:00,1020,1020
866,31/10/2017 , 14:30:00,910,910
867,31/10/2017 , 14:45:00,929,929
868,31/10/2017 , 15:00:00,717,717
869,31/10/2017 , 15:15:00,1038,1038
870,31/10/2017 , 15:30:00,881,881
871,31/10/2017 , 15:45:00,417,417
872,31/10/2017 , 16:00:00,246,246
873,31/10/2017 , 16:15:00,224,224
874,31/10/2017 , 16:30:00,217,217
875,31/10/2017 , 16:45:00,312,312
876,31/10/2017 , 17:00:00,143,143
877,31/10/2017 , 17:15:00,76,76
878,31/10/2017 , 17:30:00,43,43
879,31/10/2017 , 17:45:00,28,28
880,31/10/2017 , 18:00:00,5,5
881,31/10/2017 , 18:15:00,0,0
882,31/10/2017 , 18:30:00,0,0
883,31/10/2017 , 18:45:00,0,0
884,31/10/2017 , 19:00:00,0,0
885,31/10/2017 , 19:15:00,0,0
886,31/10/2017 , 19:30:00,0,0
887,31/10/2017 , 19:45:00,0,0
888,31/10/2017 , 20:00:00,0,0
889,31/10/2017 , 20:15:00,0,0
890,31/10/2017 , 20:30:00,0,0
891,31/10/2017 , 20:45:00,0,0
892,31/10/2017 , 21:00:00,0,0
893,31/10/2017 , 21:15:00,0,0
894,31/10/2017 , 21:30:00,0,0
895,31/10/2017 , 21:45:00,0,0
896,31/10/2017 , 22:00:00,0,0
897,31/10/2017 , 22:15:00,0,0
898,31/10/2017 , 22:30:00,0,0
899,31/10/2017 , 22:45:00,0,0
900,31/10/2017 , 23:00:00,0,0
901,31/10/2017 , 23:15:00,0,0
902,31/10/2017 , 23:30:00,0,0
903,31/10/2017 , 23:45:00,0,0
904,31/10/2017 , 24:00:00,0,0
905,01/11/2017 , 00:15:00,0,0
906,01/11/2017 , 00:30:00,0,0
907,01/11/2017 , 00:45:00,0,0
908,01/11/2017 , 01:00:00,0,0
909,01/11/2017 , 01:15:00,0,0
910,01/11/2017 , 01:30:00,0,0
911,01/11/2017 , 01:45:00,0,0
912,01/11/2017 , 02:00:00,0,0
913,01/11/2017 , 02:15:00,0,0
914,01/11/2017 , 02:30:00,0,0
915,01/11/2017 , 02:45:00,0,0
916,01/11/2017 , 03:00:00,0,0
917,01/11/2017 , 03:15:00,0,0
918,01/11/2017 , 03:30:00,0,0
919,01/11/2017 , 03:45:00,0,0
920,01/11/2017 , 04:00:00,0,0
921,01/11/2017 , 04:15:00,0,0
922,01/11/2017 , 04:30:00,0,0
923,01/11/2017 , 04:45:00,0,0
924,01/11/2017 , 05:00:00,0,0
925,01/11/2017 , 05:15:00,0,0
926,01/11/2017 , 05:30:00,0,0
927,01/11/2017 , 05:45:00,0,0
928,01/11/2017 , 06:00:00,0,0
929,01/11/2017 , 06:15:00,0,0
930,01/11/2017 , 06:30:00,0,0
931,01/11/2017 , 06:45:00,10,10
932,01/11/2017 , 07:00:00,37,37
933,01/11/2017 , 07:15:00,65,65
934,01/11/2017 , 07:30:00,88,88
935,01/11/2017 , 07:45:00,114,114
936,01/11/2017 , 08:00:00,140,140
937,01/11/2017 , 08:15:00,170,170
938,01/11/2017 , 08:30:00,210,210
939,01/11/2017 , 08:45:00,320,320
940,01/11/2017 , 09:00:00,315,315
941,01/11/2017 , 09:15:00,391,391
942,01/11/2017 , 09:30:00,451,451
943,01/11/2017 , 09:45:00,579,579
944,01/11/2017 , 10:00:00,825,825
945,01/11/2017 , 10:15:00,1103,1103
946,01/11/2017 , 10:30:00,1007,1007
947,01/11/2017 , 10:45:00,743,743
948,01/11/2017 , 11:00:00,1455,1455
949,01/11/2017 , 11:15:00,2147,2147
950,01/11/2017 , 11:30:00,2147,2147
951,01/11/2017 , 11:45:00,1327,1327
952,01/11/2017 , 12:00:00,1378,1378
953,01/11/2017 , 12:15:00,2580,2580
954,01/11/2017 , 12:30:00,2281,2281
955,01/11/2017 , 12:45:00,2105,2105
956,01/11/2017 , 13:00:00,1731,1731
957,01/11/2017 , 13:15:00,2686,2686
958,01/11/2017 , 13:30:00,3572,3572
959,01/11/2017 , 13:45:00,3416,3416
960,01/11/2017 , 14:00:00,2797,2797
961,01/11/2017 , 14:15:00,3090,3090
962,01/11/2017 , 14:30:00,2591,2591
963,01/11/2017 , 14:45:00,2565,2565
964,01/11/2017 , 15:00:00,2276,2276
965,01/11/2017 , 15:15:00,1868,1868
966,01/11/2017 , 15:30:00,1265,1265
967,01/11/2017 , 15:45:00,83,83
968,01/11/2017 , 16:00:00,9,9
